region,sigungu,category,item_name,application_status,valid_application_count,application_numbers,trademark_names,lgst_values
경기도,용인시,특산품,표고버섯,유효출원,47,4019880003245|4020040052310|4020040052314|4020040052318|4020050028196|4020050028200|4020050030504|4020050030506|4020060026190|4020060026194|4020060028464|4020060043766|4020060043768|4020090043920|4020100029593|4020150004604|4020150004605|4020150047039|4020150074846|4020150080574|4020160099686|4020170023430|4020170043135|4020170043136|4020180159298|4020200006118|4020200173612|4020200210738|4020200210741|4020210096620|4020220037343|4020220141284|4020220145127|4020220149485|4020220202452|4020220232880|4020230223760|4020240006370|4020240123439|4020250080200|4520020002601|4520060001950|7019890000501|7020160000208|7020160000209|7020200001450|7020220000169,간을보다 헤파비전|건농이랑|김명희 우리애들밥상|남영농원|녹십자|녹십자 홀딩스|델리오떼|델리후레쉬|뜰앤들|산들내음|셀로맥스|셀플렉스|송록|송애|아로녹스|아로니아|약건생명과학|양지 버섯|에스엠17|에스엠19|원비-디|육타리 육타리 고기느타리|자연이 숨 쉬는|진계|차크라이스|팜토왕|포유칸|하늘소리|헬씨누리|황금실크 동충하초,등록|출원
경기도,용인시,유형유산,가창리 부도,미출원,0,,,
경기도,용인시,유형유산,강세황 행초 표암유채,미출원,0,,,
경기도,용인시,유형유산,고려사절요(갑인자본),미출원,0,,,
경기도,용인시,유형유산,고종의 누비저고리,미출원,0,,,
경기도,용인시,유형유산,공안공정옥형·충정공정응두신도비,미출원,0,,,
경기도,용인시,유형유산,과천 출토 광주이씨 의복,미출원,0,,,
경기도,용인시,유형유산,광해군비 당의,미출원,0,,,
경기도,용인시,유형유산,김유 초상,미출원,0,,,
경기도,용인시,유형유산,김중만 초상,미출원,0,,,
경기도,용인시,유형유산,김함의 묘 출토의복,미출원,0,,,
경기도,용인시,유형유산,남계박세채영정,미출원,0,,,
경기도,용인시,유형유산,남구만 선생 묘소,미출원,0,,,
경기도,용인시,유형유산,남구만 선생 초상화,미출원,0,,,
경기도,용인시,유형유산,남양홍씨판중추공파 무관묘역,미출원,0,,,
경기도,용인시,유형유산,대방광원각수다라요의경 권1,미출원,0,,,
경기도,용인시,유형유산,덕온공주 당의,미출원,0,,,
경기도,용인시,유형유산,덕온공주 유물,미출원,0,,,
경기도,용인시,유형유산,덕온공주 의복,미출원,0,,,
경기도,용인시,유형유산,동도사 석불좌상,미출원,0,,,
경기도,용인시,유형유산,두창리 삼층석탑,미출원,0,,,
경기도,용인시,유형유산,두창리 선돌,미출원,0,,,
경기도,용인시,유형유산,마북리 석불입상 및 석탑,미출원,0,,,
경기도,용인시,유형유산,목신리 보살상,미출원,0,,,
경기도,용인시,유형유산,묘법연화경 권 5~7,미출원,0,,,
경기도,용인시,유형유산,묘법연화경 권3∼4,미출원,0,,,
경기도,용인시,유형유산,문간공김세필묘역일원,미출원,0,,,
경기도,용인시,유형유산,문수산마애보살상,미출원,0,,,
경기도,용인시,유형유산,문정공조광조묘및신도비,미출원,0,,,
경기도,용인시,유형유산,미사일록,미출원,0,,,
경기도,용인시,유형유산,민영환선생묘,미출원,0,,,
경기도,용인시,유형유산,백자 달항아리(1991),미출원,0,,,
경기도,용인시,유형유산,백자 태항아리 및 태지석(1991),미출원,0,,,
경기도,용인시,유형유산,백자청화 ‘성화3년’ 명 황수신 묘지,미출원,0,,,
경기도,용인시,유형유산,법어ㆍ몽산화상법어약록(언해),미출원,0,,,
경기도,용인시,유형유산,법집별행록절요병입사기(1993),미출원,0,,,
경기도,용인시,유형유산,부모은중경,미출원,0,,,
경기도,용인시,유형유산,분류두공부시(언해) 권13,미출원,0,,,
경기도,용인시,유형유산,사암리 선돌,미출원,0,,,
경기도,용인시,유형유산,사은정,미출원,0,,,
경기도,용인시,유형유산,사충서원 사대신 초상화,미출원,0,,,
경기도,용인시,유형유산,삼성전자 64K DRAM,미출원,0,,,
경기도,용인시,유형유산,서거정 필적,미출원,0,,,
경기도,용인시,유형유산,서거정선생묘지석,미출원,0,,,
경기도,용인시,유형유산,서리상반고려백자요지,미출원,0,,,
경기도,용인시,유형유산,석주명 유품,미출원,0,,,
경기도,용인시,유형유산,선조어서사 송언신 밀찰첩 및 송언신 초상 - 선조어서사 송언신 밀찰첩,미출원,0,,,
경기도,용인시,유형유산,선조어서사 송언신 밀찰첩 및 송언신 초상 - 송언신 초상,미출원,0,,,
경기도,용인시,유형유산,소조독존 나한상,미출원,0,,,
경기도,용인시,유형유산,수월관음도(1998),미출원,0,,,
경기도,용인시,유형유산,숙종어필 칠언시,미출원,0,,,
경기도,용인시,유형유산,신간표제공자가어구해,미출원,0,,,
경기도,용인시,유형유산,심대 호성공신교서,미출원,0,,,
경기도,용인시,유형유산,심대장군묘,미출원,0,,,
경기도,용인시,유형유산,심동신 금관조복,미출원,0,,,
경기도,용인시,유형유산,심환지 초상,미출원,0,,,
경기도,용인시,유형유산,안몽윤 묘역,미출원,0,,,
경기도,용인시,유형유산,안중근의사 유묵 - 욕보동양선개정략시과실기추회하급,미출원,0,,,
경기도,용인시,유형유산,안희중 효자정문,미출원,0,,,
경기도,용인시,유형유산,약천선생 별묘,미출원,0,,,
경기도,용인시,유형유산,양지향교,미출원,0,,,
경기도,용인시,유형유산,연안부부인전씨묘소,미출원,0,,,
경기도,용인시,유형유산,연행일록부연행별장외명현간찰,미출원,0,,,
경기도,용인시,유형유산,오달제묘소 및 대낭장비,미출원,0,,,
경기도,용인시,유형유산,오도일 초상화,미출원,0,,,
경기도,용인시,유형유산,오명항 선생 묘소,미출원,0,,,
경기도,용인시,유형유산,오명항 초상 및 양무공신교서,미출원,0,,,
경기도,용인시,유형유산,오윤겸선생묘,미출원,0,,,
경기도,용인시,유형유산,오희문 묘,미출원,0,,,
경기도,용인시,유형유산,요지연도,미출원,0,,,
경기도,용인시,유형유산,용덕사석조여래입상,미출원,0,,,
경기도,용인시,유형유산,용인 고안리 분청사기도요지,미출원,0,,,
경기도,용인시,유형유산,용인 맹리 지석묘,미출원,0,,,
경기도,용인시,유형유산,용인 백령사 석조여래좌상,미출원,0,,,
경기도,용인시,유형유산,용인 법륜사 목불좌상,미출원,0,,,
경기도,용인시,유형유산,용인 보정동 고분군,미출원,0,,,
경기도,용인시,유형유산,용인 서리 고려백자 요지,미출원,0,,,
경기도,용인시,유형유산,용인 서봉사지 현오국사탑비,미출원,0,,,
경기도,용인시,유형유산,용인 심곡서원,미출원,0,,,
경기도,용인시,유형유산,용인 왕산리 지석묘,미출원,0,,,
경기도,용인시,유형유산,용인 주북리 지석묘,미출원,0,,,
경기도,용인시,유형유산,용인 창리 선돌,미출원,0,,,
경기도,용인시,유형유산,용인 한산이씨 음애공파 고택,미출원,0,,,
경기도,용인시,유형유산,용인 행복선원 묘법연화경 권1∼7,미출원,0,,,
경기도,용인시,유형유산,용인공세리오층석탑,미출원,0,,,
경기도,용인시,유형유산,용인목신리석조여래입상,미출원,0,,,
경기도,용인시,유형유산,용인미평리약사여래입상,미출원,0,,,
경기도,용인시,유형유산,용인법륜사삼층석탑,미출원,0,,,
경기도,용인시,유형유산,용인어비리삼층석탑,미출원,0,,,
경기도,용인시,유형유산,용인이주국장군고택,미출원,0,,,
경기도,용인시,유형유산,용인할미산성,미출원,0,,,
경기도,용인시,유형유산,용인향교,미출원,0,,,
경기도,용인시,유형유산,"용인화운사목조여래(아미타,약사)좌상",미출원,0,,,
경기도,용인시,유형유산,용천리 오층석탑,미출원,0,,,
경기도,용인시,유형유산,운학동 돌무지,미출원,0,,,
경기도,용인시,유형유산,운학동 돌방무덤,미출원,0,,,
경기도,용인시,유형유산,원균 선무공신교서,미출원,0,,,
경기도,용인시,유형유산,유복립 묘,미출원,0,,,
경기도,용인시,유형유산,유복립 정려각,미출원,0,,,
경기도,용인시,유형유산,유순정초상 및 함,미출원,0,,,
경기도,용인시,유형유산,유한갈?인동장씨 지석,미출원,0,,,
경기도,용인시,유형유산,유항선생시집,미출원,0,,,
경기도,용인시,유형유산,유형원선생묘,미출원,0,,,
경기도,용인시,유형유산,유홍 초상화,미출원,0,,,
경기도,용인시,유형유산,윤용구 유물,미출원,0,,,
경기도,용인시,유형유산,은이성지 김가항성당,미출원,0,,,
경기도,용인시,유형유산,음애이자묘역,미출원,0,,,
경기도,용인시,유형유산,의령남씨문중고문서일괄9건,미출원,0,,,
경기도,용인시,유형유산,이경석 궤장 및 사궤장 연회도 화첩,미출원,0,,,
경기도,용인시,유형유산,이경증 신도비 및 묘,미출원,0,,,
경기도,용인시,유형유산,이백지 묘,미출원,0,,,
경기도,용인시,유형유산,이사영 및 이백찬 묘,미출원,0,,,
경기도,용인시,유형유산,이사위묘,미출원,0,,,
경기도,용인시,유형유산,이사주당 유한규묘,미출원,0,,,
경기도,용인시,유형유산,이숙기 묘,미출원,0,,,
경기도,용인시,유형유산,이십삼 상대회도 및 김종한 교지,미출원,0,,,
경기도,용인시,유형유산,이애와 경신공주 묘,미출원,0,,,
경기도,용인시,유형유산,이언충 묘 출토복식,미출원,0,,,
경기도,용인시,유형유산,이완 묘 및 정려각,미출원,0,,,
경기도,용인시,유형유산,이인엽영정,미출원,0,,,
경기도,용인시,유형유산,이일 장군 묘소,미출원,0,,,
경기도,용인시,유형유산,이재선생 묘,미출원,0,,,
경기도,용인시,유형유산,이종무장군묘,미출원,0,,,
경기도,용인시,유형유산,이주국 묘소 및 신도비,미출원,0,,,
경기도,용인시,유형유산,이중로 정사공신교서 및 초상 - 이중로 정사공신교서,미출원,0,,,
경기도,용인시,유형유산,이중로 정사공신교서 및 초상 - 이중로 초상,미출원,0,,,
경기도,용인시,유형유산,이중인 묘,미출원,0,,,
경기도,용인시,유형유산,이한응 묘소,미출원,0,,,
경기도,용인시,유형유산,일동장유가,미출원,0,,,
경기도,용인시,유형유산,임방초상,미출원,0,,,
경기도,용인시,유형유산,임연초상,미출원,0,,,
경기도,용인시,유형유산,장경사 산신탱화,미출원,0,,,
경기도,용인시,유형유산,장양공 이일 고문서 및 기록화,미출원,0,,,
경기도,용인시,유형유산,저헌 이석형 묘 및 신도비,미출원,0,,,
경기도,용인시,유형유산,정몽주 초상(2011),미출원,0,,,
경기도,용인시,유형유산,정몽주선생묘,미출원,0,,,
경기도,용인시,유형유산,"정윤복, 정호선 묘 및 신도비",미출원,0,,,
경기도,용인시,유형유산,정조 어제 채제공 뇌문비,미출원,0,,,
경기도,용인시,유형유산,조영복 초상,미출원,0,,,
경기도,용인시,유형유산,조족등,미출원,0,,,
경기도,용인시,유형유산,조중회 선생 묘소,미출원,0,,,
경기도,용인시,유형유산,"죽산박씨 문헌공파 묘역(박원형, 박안성, 박지영 묘)",미출원,0,,,
경기도,용인시,유형유산,죽정최유경묘역,미출원,0,,,
경기도,용인시,유형유산,증급유방,미출원,0,,,
경기도,용인시,유형유산,지장보살본원경 상?중?하,미출원,0,,,
경기도,용인시,유형유산,진언권공(언해),미출원,0,,,
경기도,용인시,유형유산,채제공선생묘,미출원,0,,,
경기도,용인시,유형유산,천자문,미출원,0,,,
경기도,용인시,유형유산,천태사교의,미출원,0,,,
경기도,용인시,유형유산,초조본 대방광불화엄경 주본 권1,미출원,0,,,
경기도,용인시,유형유산,초조본 성지세다라니경,미출원,0,,,
경기도,용인시,유형유산,초조본 유가사지론 권17,미출원,0,,,
경기도,용인시,유형유산,충렬서원,미출원,0,,,
경기도,용인시,유형유산,충렬서원선생안,미출원,0,,,
경기도,용인시,유형유산,충렬서원중수록,미출원,0,,,
경기도,용인시,유형유산,포은선생문집,미출원,0,,,
경기도,용인시,유형유산,풍창부부인조씨묘소,미출원,0,,,
경기도,용인시,유형유산,한병헌일록,미출원,0,,,
경기도,용인시,유형유산,허적 영정,미출원,0,,,
경기도,용인시,유형유산,허전 초상,미출원,0,,,
경기도,용인시,유형유산,헌종가례진하도 병풍(2011),미출원,0,,,
경기도,용인시,유형유산,현수제승법수,미출원,0,,,
경기도,용인시,유형유산,"홍경주 초상, 유지초본 및 함",미출원,0,,,
경기도,용인시,유형유산,홍계희 묘,미출원,0,,,
경기도,용인시,유형유산,화촉,미출원,0,,,
경기도,용인시,유형유산,황림 묘,미출원,0,,,
경기도,용인시,유형유산,황성원초상,미출원,0,,,
경기도,용인시,유형유산,황진초상,미출원,0,,,
경기도,용인시,유형유산,흥선대원군 자적 단령,미출원,0,,,
경기도,용인시,유형유산,흥화학교 회계부 및 증서류,미출원,0,,,
경기도,용인시,유형유산,분청사기 상감‘정통4년명’ 김명리 묘지,유효출원,3,4020180104457|4020200116514|4020240081259,상감|상감원|일상감각,등록
경기도,용인시,유형유산,양천허씨 노비 분재기,유효출원,5,4019940026519|4020220143791|4020220143792|4020220143793|7020240001843,노비오|퀴노비드,공고|등록
경기도,용인시,유형유산,용인 고초골 공소,유효출원,1,4020160119487,고기굽는 목공소 대패장인,등록
경기도,용인시,유형유산,용인 장욱진 가옥,유효출원,3,4020090059328|4020160089302|4020190003103,양가옥|장욱진 그림마을|화양가옥,등록
경기도,용인시,유형유산,유수 초상,유효출원,1,4020240035791,홍산유수,등록
경기도,용인시,유형유산,의원군 이혁 일가 묘 출토유물,유효출원,5,4020200031126|4020200198391|4020210209811|4020220059631|4020220059689,달달한 과일가게 무인가게|상 상일가구|수달이네 과일가게|일가두부,등록
경기도,용인시,유형유산,제2로 직봉 - 용인 석성산 봉수 유적,유효출원,1,4020140086126,완봉수 끝내버려,등록
경기도,용인시,유형유산,진화 묘,유효출원,1,4020250216443,진화식품,출원
경기도,용인시,유형유산,처인성,유효출원,4,4020120061201|4020130011788|4020210042370|4120120032662,처인성|처인성TV,등록
경기도,용인시,유형유산,함경도·경기도·강원도 지도,유효출원,6,4020070012628|4020220078018|4020230103377|4020250202530|4120160035858|4120160035859,대동여지도|병원여지도|산여정 이옥녀 여사 강원도 묵호식 황태감자해장국 산여정 시그니처 '황태감자해장국' 숙취 해장에 좋고 든든한 한 끼로도 완벽한|쇠마을운동지도자|아주안전 지도사사무소,등록|출원
경기도,용인시,유형유산,항아 당의,유효출원,2,4020180149431|4120140012449,김밥계의 반항아! 건방진김밥 건방진|산골 항아리 바베큐,등록
경기도,용인시,유형유산,홍난파 동요 악보 원판,유효출원,2,4020150044652|4120150028339,소원판다,등록
경기도,용인시,무형유산,경기고깔소고춤,미출원,0,,,
경기도,용인시,무형유산,악기장(현악기),미출원,0,,,
경기도,용인시,무형유산,자수장(민수),미출원,0,,,
경기도,용인시,무형유산,주성장(불구),유효출원,6,4020240025334|4020240037000|4020250084719|4020250105037|4120060027471|4120070014043,건방진 숯불구이|건방진 참숯 숯불구이|깜촌 숯불구이|깜촌숯불구이|불구미|자주오리숯불구이,공고|등록|출원
경기도,용인시,문화축제,김윤후 문화제,미출원,0,,,
경기도,용인시,문화축제,포은문화제,미출원,0,,,
경기도,용인시,문화축제,대한민국 대학연극제,유효출원,5,4020180000000|4020200000000|4020240000000|4020250000000|4120110000000,대한민국 NO.1 고사리육개장 정성 정성해장국|대한민국 독도|대한민국 양념치킨 처갓집 양념치킨|대한민국 전통돼지 순우리포크|대한민국어린이한복모델선발대회|대한민국효도남녀|독도는우리땅 독도는 대한민국땅|한국부동산분양네트워크 대한민국 NO.1,공고|등록|출원
경기도,용인시,문화축제,용인시민의 날 연계 축제 행사,유효출원,2,4020210000000|4120160000000,김수민의 아구야|현대그린푸드 모두의 맛집 우리가게 메뉴를 전국민의 식탁으로,등록
경기도,용인시,문화축제,처인성문화제,유효출원,4,4020120000000|4020130000000|4020210000000|4120120000000,처인성|처인성TV,등록
경기도,의왕시,유형유산,김우증선생 신도비,미출원,0,,,
경기도,의왕시,유형유산,김유선생 신도비,미출원,0,,,
경기도,의왕시,유형유산,김징선생 신도비,미출원,0,,,
경기도,의왕시,유형유산,대통령 전용 객차,미출원,0,,,
경기도,의왕시,유형유산,대통령 전용 디젤전기동차,미출원,0,,,
경기도,의왕시,유형유산,대한제국기 철도 통표,미출원,0,,,
경기도,의왕시,유형유산,동인지 『한글』,미출원,0,,,
경기도,의왕시,유형유산,디젤난방차 905호,미출원,0,,,
경기도,의왕시,유형유산,사인비구 제작 동종 - 의왕 청계사 동종,미출원,0,,,
경기도,의왕시,유형유산,상영도집,미출원,0,,,
경기도,의왕시,유형유산,쌍신폐색기,미출원,0,,,
경기도,의왕시,유형유산,연사일록과 한글 연행록,미출원,0,,,
경기도,의왕시,유형유산,의왕 청계사 목조보살좌상,미출원,0,,,
경기도,의왕시,유형유산,의왕 청계사 비로자나삼신괘불도,미출원,0,,,
경기도,의왕시,유형유산,의왕 청계사 신중도,미출원,0,,,
경기도,의왕시,유형유산,의왕 청계사 아미타여래설법도,미출원,0,,,
경기도,의왕시,유형유산,의왕모락산성,미출원,0,,,
경기도,의왕시,유형유산,의왕청계사 조정숙공사당기비,미출원,0,,,
경기도,의왕시,유형유산,의왕청계사 청계사사적기비,미출원,0,,,
경기도,의왕시,유형유산,임영대군이구묘역및사당,미출원,0,,,
경기도,의왕시,유형유산,주한 유엔군사령관 전용 객차,미출원,0,,,
경기도,의왕시,유형유산,채세영선생묘와신도비,미출원,0,,,
경기도,의왕시,유형유산,청계사,미출원,0,,,
경기도,의왕시,유형유산,청계사소장목판,미출원,0,,,
경기도,의왕시,유형유산,청동 은입사 향완,미출원,0,,,
경기도,의왕시,유형유산,청풍김씨 묘문비,미출원,0,,,
경기도,의왕시,유형유산,터우5형 증기기관차 700호,미출원,0,,,
경기도,의왕시,유형유산,파시형 증기기관차 23호,미출원,0,,,
경기도,의왕시,유형유산,하우현성당사제관,미출원,0,,,
경기도,의왕시,유형유산,한익모선생 묘,미출원,0,,,
경기도,의왕시,유형유산,협궤 객차 18011호,미출원,0,,,
경기도,의왕시,유형유산,협궤 디젤동차 163호,미출원,0,,,
경기도,의왕시,유형유산,협궤 증기기관차 13호,미출원,0,,,
경기도,의왕시,유형유산,협궤무개화차,미출원,0,,,
경기도,의왕시,유형유산,협궤유개화차,미출원,0,,,
경기도,의왕시,유형유산,대한제국기 경인철도 레일,유효출원,2,4020170100934|7020250001212,르솔레일,등록|출원
경기도,의왕시,문화축제,의왕백운호수축제,미출원,0,,,
경기도,의왕시,문화축제,의왕어린이철도축제,미출원,0,,,
경기도,의왕시,문화축제,의왕왕송호수 겨울축제(날짜미정),유효출원,1,4020180000000,왕송호수공원 레솔레파크,등록
경기도,의정부시,특산품,송산배,미출원,0,,,
경기도,의정부시,특산품,의정부떡갈비,유효출원,7,4020160025516|4020160025517|4020190017372|4020210024439|4020240026654|4020240175811|4020250238764,미트 앤 쿡|보리촌|세교정|슈퍼우먼|원코|참두림미트,공고|등록|출원
경기도,의정부시,특산품,의정부부대찌개,유효출원,13,4020110040676|4020190135754|4020200157275|4020210069020|4020210186650|4020220009498|4020220037031|4020220177296|4020230084739|4020240178352|4120110022209|4120120032942|4420150000006,강부대 부대찌개전문점 강부대 辛|동오 부대찌개|마시어때|보영식당 의정부 명물 부대찌개 전문점|보영식당 의정부명물부대찌개전문점|소울쿡|요리모|의정부 부대찌개|최진사|허기숙 할머니의 오뎅식당ㅇㄷㅅㄷ 대한민국 최초 부대찌개 1호점 Since 1960|허기숙할머니 원조 오뎅식당 오뎅집인 대한민국 최초 부대찌개 1호점,공고|등록
경기도,의정부시,특산품,의정부찌개,유효출원,13,4020110040676|4020190135754|4020200157275|4020210069020|4020210186650|4020220009498|4020220037031|4020220177296|4020230084739|4020240178352|4120110022209|4120120032942|4420150000006,강부대 부대찌개전문점 강부대 辛|동오 부대찌개|마시어때|보영식당 의정부 명물 부대찌개 전문점|보영식당 의정부명물부대찌개전문점|소울쿡|요리모|의정부 부대찌개|최진사|허기숙 할머니의 오뎅식당ㅇㄷㅅㄷ 대한민국 최초 부대찌개 1호점 Since 1960|허기숙할머니 원조 오뎅식당 오뎅집인 대한민국 최초 부대찌개 1호점,공고|등록
경기도,의정부시,유형유산,경기수건춤,미출원,0,,,
경기도,의정부시,유형유산,경명군묘,미출원,0,,,
경기도,의정부시,유형유산,금오동 꽃동네 산치성제,미출원,0,,,
경기도,의정부시,유형유산,김구선생암각문,미출원,0,,,
경기도,의정부시,유형유산,노강서원,미출원,0,,,
경기도,의정부시,유형유산,녹양동 버들개농요,미출원,0,,,
경기도,의정부시,유형유산,망월사천봉당태흘탑,미출원,0,,,
경기도,의정부시,유형유산,망월사천봉선사탑비,미출원,0,,,
경기도,의정부시,유형유산,망월사혜거국사부도,미출원,0,,,
경기도,의정부시,유형유산,서계박세당묘역,미출원,0,,,
경기도,의정부시,유형유산,서계박세당사랑채,미출원,0,,,
경기도,의정부시,유형유산,송산사지,미출원,0,,,
경기도,의정부시,유형유산,숙의홍씨 묘역,미출원,0,,,
경기도,의정부시,유형유산,신강·신경식 부자 묘역,미출원,0,,,
경기도,의정부시,유형유산,신곡동 새말 산치성제,미출원,0,,,
경기도,의정부시,유형유산,신속묘,미출원,0,,,
경기도,의정부시,유형유산,신수명묘,미출원,0,,,
경기도,의정부시,유형유산,신숙주선생묘,미출원,0,,,
경기도,의정부시,유형유산,신영철묘갈,미출원,0,,,
경기도,의정부시,유형유산,신항묘,미출원,0,,,
경기도,의정부시,유형유산,윤은보신도비,미출원,0,,,
경기도,의정부시,유형유산,의순공주대제,미출원,0,,,
경기도,의정부시,유형유산,의정부 망월사 간행 진언집 책판 관련 목판 4종,미출원,0,,,
경기도,의정부시,유형유산,의정부 망월사 건륭오십삼년명 동종,미출원,0,,,
경기도,의정부시,유형유산,의정부 망월사 괘불도(괘불함 및 복장낭 포함),미출원,0,,,
경기도,의정부시,유형유산,의정부 망월사 목조불삼존상,미출원,0,,,
경기도,의정부시,유형유산,의정부 망월사 목조불삼존상 및 십육나한상 일괄,미출원,0,,,
경기도,의정부시,유형유산,의정부 성불사 신중도,미출원,0,,,
경기도,의정부시,유형유산,의정부2동성당,미출원,0,,,
경기도,의정부시,유형유산,의정부약수선원목조보살입상,미출원,0,,,
경기도,의정부시,유형유산,의정부원효사묘법연화경,미출원,0,,,
경기도,의정부시,유형유산,의정부회룡사석조,미출원,0,,,
경기도,의정부시,유형유산,의정부회룡사신중도,미출원,0,,,
경기도,의정부시,유형유산,의정부회룡사오층석탑,미출원,0,,,
경기도,의정부시,유형유산,의혜공주.한경록쌍분묘,미출원,0,,,
경기도,의정부시,유형유산,이성중묘,미출원,0,,,
경기도,의정부시,유형유산,인성군묘,미출원,0,,,
경기도,의정부시,유형유산,전주이씨 선성군파 명산종중묘역,미출원,0,,,
경기도,의정부시,유형유산,전첨 류세구묘역,미출원,0,,,
경기도,의정부시,유형유산,정구묘역,미출원,0,,,
경기도,의정부시,유형유산,정문부장군묘,미출원,0,,,
경기도,의정부시,유형유산,정빈민씨묘,미출원,0,,,
경기도,의정부시,유형유산,하석박정영정,미출원,0,,,
경기도,의정부시,유형유산,해원군묘,미출원,0,,,
경기도,의정부시,유형유산,화릉군묘,미출원,0,,,
경기도,의정부시,유형유산,화창군묘,미출원,0,,,
경기도,의정부시,문화축제,의정부음악극축제,미출원,0,,,
경기도,의정부시,문화축제,회룡문화제,유효출원,1,4020230000000,회룡포차,등록
경기도,이천시,특산품,이천도자기,유효출원,133,4020000000925|4020000050973|4020040051544|4020040051556|4020050021606|4020070019413|4020070032513|4020070053974|4020080030733|4020090016727|4020090023567|4020090023576|4020090060539|4020100052621|4020100062657|4020110033054|4020110039742|4020110039745|4020120046003|4020130035327|4020130078118|4020130078119|4020130078126|4020140077251|4020140077252|4020140077253|4020140077254|4020140077255|4020140077256|4020140081861|4020150005941|4020150005942|4020150034616|4020150075002|4020150082629|4020150082914|4020150094215|4020150096509|4020160000227|4020160008991|4020160008992|4020160008993|4020160013831|4020160017299|4020160018154|4020160023739|4020160029303|4020160029446|4020160041054|4020160071677|4020170026093|4020170118466|4020170131338|4020180006933|4020180054690|4020180054691|4020180116568|4020180162132|4020190011509|4020190011510|4020190100003|4020190100031|4020190101215|4020190133625|4020190139959|4020190147799|4020190180848|4020200093370|4020200111618|4020200156667|4020200199088|4020200199225|4020210091178|4020210139318|4020210244712|4020210264599|4020220006335|4020220037999|4020220085540|4020220085541|4020220090657|4020220090659|4020220165963|4020220169577|4020220177072|4020220179830|4020220200670|4020220216703|4020220220926|4020220236169|4020220237713|4020230001999|4020230002057|4020230029516|4020230029540|4020230076875|4020230076907|4020230076911|4020230089909|4020230143397|4020230158016|4020230187443|4020230196672|4020230197328|4020230201011|4020230201879|4020230216986|4020240059389|4020240059390|4020240082077|4020240082139|4020240102808|4020240113974|4020240132057|4020240158406|4020240170726|4020240170736|4020240211542|4020250077531|4020250085681|4020250094190|4020250097521|4020250184169|4020250184178|4020250199609|4020250232930|4420060000013|4520150004230|7020030000700|7020030000701|7020110000003|7020200001732|7020240001946,고양이 액체설|고짠이|광주요 소리잔|구슬잔|구을|구을공방|길상요|김석빈 도자기|김성훈|김은호 도자기|김휘연 도자기|나작가|남양도예|너븐재|단짠이|달을 품은 월백|데코원|도공이야기|도란도란|디아슬라|마티아스|매듭잔|모래알|모모림|모스트 컬처럴|무경|미산요|바나나숲|바오|백자소회|비손|비옥|빅토로즈|사푼희|세라미코스|세라믹라이트반디|세라믹몽|소리잔|솔과흙|수염이|슝아|신성도자기|심사영 도자기|심천|심천 심천|씨엔에프 세라믹|아임팟|여기담기|예닮|예랑|옥스|옥토팟|옥토팟츠|온기 달궈진 질그릇|이린|이안애|이천도자기|임금님표 이천|정을담는사람들|제로화이트|즈엄|체염|케라미코스|코흐오브제|클레이스토리|토미153 토미153|토야|토연|파란소희|폴리지|푸른별도자기|하나자기|한국도자재단|한도요 한도요 한|헬로아씨|화목토|황우요 황우요,공고|등록|출원
