region,sigungu,category,item_count,applied_item_count,application_rate,applied_examples,application_count,unapplied_examples
충청남도,당진시,무형유산,1,1,100.0,기지시줄다리기,7,
충청남도,보령시,특산품,16,16,100.0,채소|쌀|한과,172,
충청남도,보령시,유형유산,1,1,100.0,보령 성주사지 중앙 삼층석탑,5,
충청남도,부여군,특산품,10,10,100.0,토마토|밤|포도,110,
충청남도,부여군,유형유산,6,6,100.0,백제 금동대향로|보부상 유품(1)|보부상 유품(3),44,
충청남도,부여군,무형유산,1,1,100.0,세도 가회리장군제,1,
충청남도,서산시,특산품,11,11,100.0,쌀|한과|인삼,236,
충청남도,서천군,특산품,8,8,100.0,쌀|소주|건조된 김,148,
충청남도,서천군,유형유산,1,1,100.0,서천읍성,1,
충청남도,서천군,무형유산,1,1,100.0,한산소곡주,3,
충청남도,아산시,유형유산,23,23,100.0,이순신 관련 고문서 - 사패교지|이순신 관련 고문서 - 이순신 등 선유호상교서|이순신 관련 고문서 - 이순신 무과홍패,11,
충청남도,아산시,무형유산,1,1,100.0,대장장,1,
충청남도,예산군,특산품,13,13,100.0,쌀|사과|고추,236,
충청남도,예산군,유형유산,1,1,100.0,보부상 유품(2),1,
충청남도,천안시,특산품,30,30,100.0,콩|쌀|포도,1874,
충청남도,천안시,유형유산,9,9,100.0,이유 정려각|오자경 사우|천안 성거산 천주교 교우촌터,20,
충청남도,청양군,특산품,20,20,100.0,채소|쌀|고추,272,
충청남도,태안군,특산품,4,4,100.0,소금|고추|마늘,85,
충청남도,태안군,유형유산,2,2,100.0,안면도 꽃지 할미 할아비 바위|태안 안면도 모감주나무군락,16,
충청남도,홍성군,특산품,3,3,100.0,마늘|포도|딸기,49,
충청남도,홍성군,유형유산,3,3,100.0,효자 박기룡 정려|효자 장명항과 열녀배씨 정려|효자 정용해 정려,1,
충청북도,괴산군,특산품,13,13,100.0,고추|고추장|된장,184,
충청북도,괴산군,유형유산,5,5,100.0,괴산 송덕리 미선나무 자생지|괴산 율지리 미선나무 자생지|괴산 추점리 미선나무 자생지,5,
충청북도,단양군,특산품,6,6,100.0,마늘|고추|사과,43,
충청북도,단양군,유형유산,5,5,100.0,소백산 주목군락|단양 구인사 금동구층소탑|단양 구인사 아미타회상도,10,
충청북도,단양군,무형유산,1,1,100.0,단양 구인사 삼회향놀이,1,
충청북도,보은군,특산품,5,5,100.0,대추|사과|쌀,98,
충청북도,보은군,유형유산,5,5,100.0,보은 속리산 금강골 쌍탑|보은 속리산 망개나무|속리산 법주사 일원,21,
충청북도,영동군,특산품,19,19,100.0,포도|채소|감,151,
충청북도,영동군,유형유산,7,7,100.0,상촌 석현리 동제당과 돌배나무|상촌 임산리 원모재|영동 가곡리 고분,6,
충청북도,옥천군,특산품,10,10,100.0,포도|쌀|복숭아,162,
충청북도,옥천군,유형유산,1,1,100.0,전식 초상,1,
충청북도,음성군,특산품,16,16,100.0,쌀|우유|인삼,992,
충청북도,음성군,유형유산,2,2,100.0,음성 경녕군 부인 김씨 묘소|청자 상감‘상약국’명 음각운룡문 합,3,
충청북도,제천시,유형유산,6,6,100.0,제천 청풍 금남루|제천 청풍 금병헌|제천 청풍 망월산성,30,
충청북도,증평군,특산품,9,9,100.0,인삼|사과|감자,151,
충청북도,진천군,특산품,11,11,100.0,인삼|쌀|간장,255,
충청북도,진천군,유형유산,5,5,100.0,진천 김유신 탄생지와 태실|진천 농다리|진천 덕산양조장,7,
충청북도,청주시,특산품,11,11,100.0,쌀|포도|사과,681,
충청북도,청주시,유형유산,43,43,100.0,청원 구례손씨 묘 출토유물|청원 전 박장군 묘 출토유물|오창 김사렴 묘소梧倉 金士廉 墓所,54,
충청북도,청주시,무형유산,1,1,100.0,충청도 앉은굿,1,
충청북도,청주시,자연유산,1,1,100.0,청주 압각수,1,
충청북도,충주시,특산품,4,4,100.0,사과|밤|고구마,95,
충청북도,충주시,유형유산,1,1,100.0,충주 청룡사지 보각국사탑 앞 사자 석등,1,
충청북도,충주시,무형유산,1,1,100.0,충주 청명주,4,
